date,amount,category,merchant,description
2026-01-16,1133.86,Healthcare,1mg,Healthcare - 1mg
2026-01-16,1463.18,Groceries,JioMart,Groceries - JioMart
2026-01-16,243.18,Transport,Ola,Transport - Ola
2026-01-16,654.63,Food,Street Food,Food - Street Food
2026-01-16,494.99,Transport,Metro Card,Transport - Metro Card
2026-01-16,606.06,Groceries,Zepto,Groceries - Zepto
2026-01-17,409.14,Transport,Uber,Transport - Uber
2026-01-17,1271.36,Bills,BSNL,Bills - BSNL
2026-01-17,266.42,Transport,Ola,Transport - Ola
2026-01-17,2874.37,Personal Care,Body Shop,Personal Care - Body Shop
2026-01-17,18474.52,Travel,Travel Agent,Travel - Travel Agent
2026-01-17,1298.24,Personal Care,Salon,Personal Care - Salon
2026-01-17,2037.62,Bills,Vi,Bills - Vi
2026-01-17,269.07,Transport,Metro Card,Transport - Metro Card
2026-01-18,3571.45,Shopping,Croma,Shopping - Croma
2026-01-18,872.54,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2026-01-18,624.77,Food,McDonald's,Food - McDonald's
2026-01-18,952.01,Education,Stationery Shop,Education - Stationery Shop
2026-01-18,2369.88,Shopping,Myntra,Shopping - Myntra
2026-01-18,1123.0,Bills,Vi,Bills - Vi
2026-01-18,632.64,Bills,Vi,Bills - Vi
2026-01-18,504.16,Transport,Uber,Transport - Uber
2026-01-18,398.27,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2026-01-19,250.15,Food,KFC,Food - KFC
2026-01-19,456.68,Entertainment,BookMyShow,Entertainment - BookMyShow
2026-01-19,403.22,Transport,Parking,Transport - Parking
2026-01-19,1943.28,Healthcare,1mg,Healthcare - 1mg
2026-01-19,414.16,Food,KFC,Food - KFC
2026-01-19,2064.59,Other,Cash Payment,Other - Cash Payment
2026-01-19,400.5,Transport,Petrol Pump,Transport - Petrol Pump
2026-01-19,354.09,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2026-01-20,1738.51,Groceries,Zepto,Groceries - Zepto
2026-01-20,1385.6,Shopping,Lifestyle,Shopping - Lifestyle
2026-01-20,1284.29,Bills,Jio,Bills - Jio
2026-01-20,972.03,Food,McDonald's,Food - McDonald's
2026-01-20,536.03,Transport,IRCTC,Transport - IRCTC
2026-01-20,1276.38,Bills,Electricity Board,Bills - Electricity Board
2026-01-20,1561.29,Utilities,AC Repair,Utilities - AC Repair
2026-01-20,387.52,Food,Local Restaurant,Food - Local Restaurant
2026-01-20,1982.0,Shopping,Myntra,Shopping - Myntra
2026-01-21,365.4,Food,Street Food,Food - Street Food
2026-01-21,1650.57,Groceries,DMart,Groceries - DMart
2026-01-21,276.49,Transport,Rapido,Transport - Rapido
2026-01-21,425.75,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2026-01-21,2435.78,Shopping,Myntra,Shopping - Myntra
2026-01-21,14329.76,Investments,PPF,Investments - PPF
2026-01-21,1666.25,Food,KFC,Food - KFC
2026-01-21,6097.46,Investments,Groww,Investments - Groww
2026-01-21,767.56,Food,Barbeque Nation,Food - Barbeque Nation
2026-01-21,645.94,Transport,IRCTC,Transport - IRCTC
2026-01-22,399.96,Food,Pizza Hut,Food - Pizza Hut
2026-01-22,1167.05,Food,McDonald's,Food - McDonald's
2026-01-22,465.93,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2026-01-22,821.26,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-01-22,1711.51,Bills,BSNL,Bills - BSNL
2026-01-22,1325.09,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-01-22,306.72,Food,Subway,Food - Subway
2026-01-22,3396.39,Healthcare,Hospital,Healthcare - Hospital
2026-01-23,382.39,Food,Pizza Hut,Food - Pizza Hut
2026-01-23,425.06,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2026-01-23,217.83,Food,Local Restaurant,Food - Local Restaurant
2026-01-23,1249.41,Food,Barbeque Nation,Food - Barbeque Nation
2026-01-23,771.78,Transport,Ola,Transport - Ola
2026-01-23,1879.54,Groceries,JioMart,Groceries - JioMart
2026-01-24,845.42,Food,Haldirams,Food - Haldirams
2026-01-24,234.72,Food,Street Food,Food - Street Food
2026-01-24,4151.71,Investments,SIP Payment,Investments - SIP Payment
2026-01-24,703.31,Utilities,Home Maintenance,Utilities - Home Maintenance
2026-01-24,2742.59,Groceries,JioMart,Groceries - JioMart
2026-01-24,1612.63,Groceries,JioMart,Groceries - JioMart
2026-01-25,1197.79,Bills,Water Board,Bills - Water Board
2026-01-25,1008.21,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2026-01-25,697.13,Food,Swiggy,Food - Swiggy
2026-01-25,802.35,Education,Coaching Center,Education - Coaching Center
2026-01-25,670.82,Food,Barbeque Nation,Food - Barbeque Nation
2026-01-25,723.4,Other,ATM Withdrawal,Other - ATM Withdrawal
2026-01-25,437.6,Food,Street Food,Food - Street Food
2026-01-25,3110.72,Groceries,JioMart,Groceries - JioMart
2026-01-25,1052.8,Food,Local Restaurant,Food - Local Restaurant
2026-01-26,221.44,Transport,Indian Railways,Transport - Indian Railways
2026-01-26,845.09,Transport,Ola,Transport - Ola
2026-01-26,1368.99,Groceries,DMart,Groceries - DMart
2026-01-26,1490.13,Personal Care,Grooming Products,Personal Care - Grooming Products
2026-01-26,142.87,Transport,IRCTC,Transport - IRCTC
2026-01-26,760.5,Food,Domino's,Food - Domino's
2026-01-26,2363.47,Healthcare,Hospital,Healthcare - Hospital
2026-01-26,2757.99,Groceries,DMart,Groceries - DMart
2026-01-26,1316.22,Education,Coursera,Education - Coursera
2026-01-26,612.69,Food,Pizza Hut,Food - Pizza Hut
2026-01-26,885.73,Shopping,Reliance Digital,Shopping - Reliance Digital
2026-01-26,1577.35,Groceries,Zepto,Groceries - Zepto
2026-01-27,1536.06,Groceries,DMart,Groceries - DMart
2026-01-27,1938.12,Education,Stationery Shop,Education - Stationery Shop
2026-01-27,429.29,Entertainment,Hotstar,Entertainment - Hotstar
2026-01-27,2489.4,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2026-01-27,171.03,Food,Barbeque Nation,Food - Barbeque Nation
2026-01-28,1845.34,Education,Book Store,Education - Book Store
2026-01-28,217.31,Food,Local Restaurant,Food - Local Restaurant
2026-01-28,393.42,Food,Barbeque Nation,Food - Barbeque Nation
2026-01-28,412.06,Food,Swiggy,Food - Swiggy
2026-01-28,924.29,Subscriptions,Gym Membership,Subscriptions - Gym Membership
2026-01-28,495.6,Transport,Toll Plaza,Transport - Toll Plaza
2026-01-28,333.8,Personal Care,Salon,Personal Care - Salon
2026-01-28,1367.31,Bills,Jio,Bills - Jio
2026-01-28,364.47,Entertainment,Hotstar,Entertainment - Hotstar
2026-01-28,1552.61,Other,Transfer,Other - Transfer
2026-01-28,4481.87,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2026-01-29,357.91,Transport,Uber,Transport - Uber
2026-01-29,1232.68,Other,Transfer,Other - Transfer
2026-01-29,192.23,Food,Domino's,Food - Domino's
2026-01-29,794.82,Entertainment,Hotstar,Entertainment - Hotstar
2026-01-29,1542.15,Bills,BSNL,Bills - BSNL
2026-01-29,592.0,Transport,Petrol Pump,Transport - Petrol Pump
2026-01-29,2001.27,Education,Udemy,Education - Udemy
2026-01-30,310.38,Food,Local Restaurant,Food - Local Restaurant
2026-01-30,694.59,Personal Care,Nykaa,Personal Care - Nykaa
2026-01-30,3168.79,Bills,BSNL,Bills - BSNL
2026-01-30,899.73,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2026-01-30,1247.37,Utilities,AC Repair,Utilities - AC Repair
2026-01-30,858.87,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-01-30,1339.45,Shopping,Myntra,Shopping - Myntra
2026-01-30,389.9,Transport,Uber,Transport - Uber
2026-01-30,785.0,Food,Subway,Food - Subway
2026-01-31,896.56,Personal Care,Laundry,Personal Care - Laundry
2026-01-31,2567.12,Investments,SIP Payment,Investments - SIP Payment
2026-01-31,1773.76,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2026-01-31,481.94,Transport,IRCTC,Transport - IRCTC
2026-01-31,1132.99,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-01-31,397.46,Food,Zomato,Food - Zomato
2026-01-31,1264.7,Subscriptions,News Subscription,Subscriptions - News Subscription
2026-01-31,1823.3,Investments,Groww,Investments - Groww
2026-02-01,2823.28,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2026-02-01,506.44,Groceries,BigBasket,Groceries - BigBasket
2026-02-01,1373.43,Other,Miscellaneous,Other - Miscellaneous
2026-02-01,2288.22,Groceries,Local Grocery,Groceries - Local Grocery
2026-02-01,2214.28,Gifts,Flower Delivery,Gifts - Flower Delivery
2026-02-01,3087.3,Shopping,Lifestyle,Shopping - Lifestyle
2026-02-01,1494.82,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-02-01,415.92,Transport,Toll Plaza,Transport - Toll Plaza
2026-02-01,4250.0,Rent,Landlord,Rent - Landlord
2026-02-01,854.98,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2026-02-01,459.37,Healthcare,Lab Tests,Healthcare - Lab Tests
2026-02-01,2099.57,Bills,Water Board,Bills - Water Board
2026-02-01,731.04,Groceries,DMart,Groceries - DMart
2026-02-02,947.78,Groceries,BigBasket,Groceries - BigBasket
2026-02-02,1330.74,Shopping,DMart,Shopping - DMart
2026-02-02,973.75,Shopping,Myntra,Shopping - Myntra
2026-02-02,1304.79,Healthcare,Hospital,Healthcare - Hospital
2026-02-02,1912.5,Food,Zomato,Food - Zomato
2026-02-02,1431.65,Bills,Vi,Bills - Vi
2026-02-02,5662.66,Investments,Mutual Fund,Investments - Mutual Fund
2026-02-02,690.94,Groceries,BigBasket,Groceries - BigBasket
2026-02-02,3425.68,Gifts,Gift Shop,Gifts - Gift Shop
2026-02-02,848.56,Groceries,BigBasket,Groceries - BigBasket
2026-02-02,2722.22,Other,Cash Payment,Other - Cash Payment
2026-02-02,3861.99,Travel,Booking.com,Travel - Booking.com
2026-02-02,660.79,Transport,Petrol Pump,Transport - Petrol Pump
2026-02-02,811.4,Transport,Rapido,Transport - Rapido
2026-02-02,351.8,Food,Subway,Food - Subway
2026-02-02,286.57,Food,Barbeque Nation,Food - Barbeque Nation
2026-02-02,416.99,Transport,Rapido,Transport - Rapido
2026-02-02,827.89,Subscriptions,News Subscription,Subscriptions - News Subscription
2026-02-02,2340.86,Shopping,Myntra,Shopping - Myntra
2026-02-02,2748.74,Shopping,Flipkart,Shopping - Flipkart
2026-02-02,803.6,Groceries,Local Grocery,Groceries - Local Grocery
2026-02-03,2050.0,Other,UPI Payment,Other - UPI Payment
2026-02-03,14428.13,Investments,Zerodha,Investments - Zerodha
2026-02-03,1734.64,Shopping,Myntra,Shopping - Myntra
2026-02-03,19795.97,Investments,Mutual Fund,Investments - Mutual Fund
2026-02-03,1184.05,Food,KFC,Food - KFC
2026-02-03,883.28,Subscriptions,News Subscription,Subscriptions - News Subscription
2026-02-03,2658.69,Education,Coursera,Education - Coursera
2026-02-04,316.26,Food,Local Restaurant,Food - Local Restaurant
2026-02-04,1212.36,Education,College Fees,Education - College Fees
2026-02-04,1657.98,Gifts,Flower Delivery,Gifts - Flower Delivery
2026-02-04,9131.91,Investments,Mutual Fund,Investments - Mutual Fund
2026-02-04,531.22,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2026-02-04,685.58,Groceries,DMart,Groceries - DMart
2026-02-04,5616.33,Investments,Groww,Investments - Groww
2026-02-04,1577.0,Shopping,Flipkart,Shopping - Flipkart
2026-02-04,870.38,Food,Zomato,Food - Zomato
2026-02-04,1174.19,Food,McDonald's,Food - McDonald's
2026-02-04,564.02,Transport,Ola,Transport - Ola
2026-02-04,1988.67,Groceries,Local Grocery,Groceries - Local Grocery
2026-02-04,2487.22,Bills,Gas Connection,Bills - Gas Connection
2026-02-04,1326.0,Investments,SIP Payment,Investments - SIP Payment
2026-02-04,318.63,Food,Subway,Food - Subway
2026-02-04,611.42,Transport,Indian Railways,Transport - Indian Railways
2026-02-05,712.33,Utilities,Water Purifier Service,Utilities - Water Purifier Service
2026-02-05,413.29,Transport,Metro Card,Transport - Metro Card
2026-02-05,678.96,Utilities,AC Repair,Utilities - AC Repair
2026-02-05,551.7,Food,Local Restaurant,Food - Local Restaurant
2026-02-05,253.48,Groceries,BigBasket,Groceries - BigBasket
2026-02-05,687.13,Groceries,Blinkit,Groceries - Blinkit
2026-02-05,270.08,Food,Haldirams,Food - Haldirams
2026-02-05,643.31,Transport,Petrol Pump,Transport - Petrol Pump
2026-02-05,438.93,Groceries,DMart,Groceries - DMart
2026-02-06,2427.5,Shopping,Amazon,Shopping - Amazon
2026-02-06,479.42,Food,Local Restaurant,Food - Local Restaurant
2026-02-06,6239.17,Travel,Booking.com,Travel - Booking.com
2026-02-06,9160.72,Travel,Goibibo,Travel - Goibibo
2026-02-06,2401.21,Shopping,Lifestyle,Shopping - Lifestyle
2026-02-06,673.31,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2026-02-07,1112.41,Groceries,Local Grocery,Groceries - Local Grocery
2026-02-07,242.02,Transport,Metro Card,Transport - Metro Card
2026-02-07,568.68,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2026-02-07,1762.99,Healthcare,PharmEasy,Healthcare - PharmEasy
2026-02-07,443.99,Food,Local Restaurant,Food - Local Restaurant
2026-02-07,2513.33,Groceries,BigBasket,Groceries - BigBasket
2026-02-07,1624.57,Groceries,DMart,Groceries - DMart
2026-02-07,1241.91,Groceries,DMart,Groceries - DMart
2026-02-07,2224.74,Shopping,Ajio,Shopping - Ajio
2026-02-07,561.05,Transport,Toll Plaza,Transport - Toll Plaza
2026-02-07,1475.44,Subscriptions,Antivirus,Subscriptions - Antivirus
2026-02-07,4766.35,Shopping,Flipkart,Shopping - Flipkart
2026-02-07,732.89,Groceries,Blinkit,Groceries - Blinkit
2026-02-07,1082.67,Groceries,JioMart,Groceries - JioMart
2026-02-08,787.66,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2026-02-08,668.01,Food,Haldirams,Food - Haldirams
2026-02-08,674.94,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2026-02-08,1336.17,Personal Care,Nykaa,Personal Care - Nykaa
2026-02-08,2647.39,Groceries,Zepto,Groceries - Zepto
2026-02-08,3382.04,Shopping,Myntra,Shopping - Myntra
2026-02-08,583.63,Food,Subway,Food - Subway
2026-02-08,346.25,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2026-02-08,1564.67,Utilities,Electrician,Utilities - Electrician
2026-02-08,540.4,Food,Local Restaurant,Food - Local Restaurant
2026-02-08,1271.42,Groceries,Blinkit,Groceries - Blinkit
2026-02-08,2695.88,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2026-02-09,2050.0,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2026-02-09,3950.73,Investments,Zerodha,Investments - Zerodha
2026-02-09,899.72,Food,Swiggy,Food - Swiggy
2026-02-09,280.49,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2026-02-09,96.47,Food,Zomato,Food - Zomato
2026-02-09,1501.81,Groceries,BigBasket,Groceries - BigBasket
2026-02-09,237.78,Transport,Petrol Pump,Transport - Petrol Pump
2026-02-09,215.48,Food,Domino's,Food - Domino's
2026-02-10,2235.67,Education,Udemy,Education - Udemy
2026-02-10,1390.08,Transport,Uber,Transport - Uber
2026-02-10,23462.38,Investments,Mutual Fund,Investments - Mutual Fund
2026-02-10,593.21,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2026-02-10,12313.06,Investments,SIP Payment,Investments - SIP Payment
2026-02-10,1294.84,Utilities,Home Maintenance,Utilities - Home Maintenance
2026-02-10,1824.01,Shopping,Lifestyle,Shopping - Lifestyle
2026-02-10,3492.77,Travel,Travel Agent,Travel - Travel Agent
2026-02-11,1473.33,Groceries,JioMart,Groceries - JioMart
2026-02-11,387.17,Food,Subway,Food - Subway
2026-02-11,491.86,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2026-02-11,1432.7,Shopping,Flipkart,Shopping - Flipkart
2026-02-11,1038.41,Transport,Parking,Transport - Parking
2026-02-11,1403.55,Shopping,Lifestyle,Shopping - Lifestyle
2026-02-12,1390.67,Groceries,Local Grocery,Groceries - Local Grocery
2026-02-12,479.38,Bills,Airtel,Bills - Airtel
2026-02-12,2561.79,Shopping,Reliance Digital,Shopping - Reliance Digital
2026-02-12,1037.81,Groceries,BigBasket,Groceries - BigBasket
2026-02-12,6733.19,Investments,SIP Payment,Investments - SIP Payment
2026-02-12,375.72,Food,Domino's,Food - Domino's
2026-02-12,1063.25,Transport,Rapido,Transport - Rapido
2026-02-13,748.91,Entertainment,Spotify,Entertainment - Spotify
2026-02-13,1384.97,Bills,Gas Connection,Bills - Gas Connection
2026-02-13,364.49,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2026-02-13,940.93,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-02-14,114.34,Food,Barbeque Nation,Food - Barbeque Nation
2026-02-14,580.63,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2026-02-14,1437.23,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-02-14,1303.58,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-02-14,704.58,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-02-14,523.62,Bills,Jio,Bills - Jio
2026-02-14,864.92,Groceries,Zepto,Groceries - Zepto
2026-02-14,2211.42,Investments,PPF,Investments - PPF
2026-02-14,3631.09,Shopping,DMart,Shopping - DMart
2026-02-14,1610.98,Gifts,Flower Delivery,Gifts - Flower Delivery
2026-02-14,9433.1,Travel,MakeMyTrip,Travel - MakeMyTrip
2026-02-15,2251.15,Shopping,Ajio,Shopping - Ajio
2026-02-15,488.71,Food,Zomato,Food - Zomato
2026-02-15,774.47,Food,Subway,Food - Subway
2026-02-15,559.63,Food,Zomato,Food - Zomato
2026-02-15,4321.52,Investments,Mutual Fund,Investments - Mutual Fund
2026-02-15,2736.68,Groceries,Local Grocery,Groceries - Local Grocery
2026-02-15,7068.47,Travel,Hotel,Travel - Hotel
2026-02-15,853.66,Groceries,BigBasket,Groceries - BigBasket
2026-02-16,409.42,Food,Starbucks,Food - Starbucks
2026-02-16,442.34,Transport,Rapido,Transport - Rapido
2026-02-16,808.48,Groceries,BigBasket,Groceries - BigBasket
2026-02-16,923.43,Healthcare,Apollo Pharmacy,Healthcare - Apollo Pharmacy
2026-02-16,339.82,Food,Street Food,Food - Street Food
2026-02-16,2966.28,Shopping,Myntra,Shopping - Myntra
2026-02-16,610.25,Entertainment,Netflix,Entertainment - Netflix
2026-02-16,915.73,Food,McDonald's,Food - McDonald's
2026-02-16,551.61,Groceries,JioMart,Groceries - JioMart
2026-02-16,430.16,Entertainment,Spotify,Entertainment - Spotify
2026-02-16,803.2,Bills,BSNL,Bills - BSNL
2026-02-16,411.29,Entertainment,Hotstar,Entertainment - Hotstar
2026-02-17,866.03,Utilities,AC Repair,Utilities - AC Repair
2026-02-17,868.74,Food,McDonald's,Food - McDonald's
2026-02-17,690.9,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-02-17,2217.81,Gifts,Amazon Gift,Gifts - Amazon Gift
2026-02-18,957.06,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2026-02-18,376.64,Personal Care,Salon,Personal Care - Salon
2026-02-18,255.3,Food,KFC,Food - KFC
2026-02-18,968.58,Groceries,DMart,Groceries - DMart
2026-02-18,235.82,Food,Subway,Food - Subway
2026-02-18,709.21,Food,Starbucks,Food - Starbucks
2026-02-18,5681.93,Investments,Fixed Deposit,Investments - Fixed Deposit
2026-02-18,370.41,Food,Zomato,Food - Zomato
2026-02-18,533.77,Bills,BSNL,Bills - BSNL
2026-02-18,441.79,Food,Street Food,Food - Street Food
2026-02-19,2036.37,Bills,Jio,Bills - Jio
2026-02-19,459.66,Food,Pizza Hut,Food - Pizza Hut
2026-02-19,1314.16,Groceries,JioMart,Groceries - JioMart
2026-02-19,1101.3,Transport,Parking,Transport - Parking
2026-02-19,821.09,Transport,Indian Railways,Transport - Indian Railways
2026-02-19,541.04,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2026-02-19,1501.06,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2026-02-19,950.61,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2026-02-19,804.27,Entertainment,Hotstar,Entertainment - Hotstar
2026-02-20,597.74,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2026-02-20,469.31,Transport,Ola,Transport - Ola
2026-02-20,213.08,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2026-02-20,2433.4,Travel,Goibibo,Travel - Goibibo
2026-02-21,4732.0,Shopping,Lifestyle,Shopping - Lifestyle
2026-02-21,208.47,Food,Swiggy,Food - Swiggy
2026-02-21,750.8,Personal Care,Salon,Personal Care - Salon
2026-02-21,813.13,Bills,Electricity Board,Bills - Electricity Board
2026-02-21,830.06,Bills,Vi,Bills - Vi
2026-02-21,368.46,Food,Swiggy,Food - Swiggy
2026-02-21,1251.85,Groceries,JioMart,Groceries - JioMart
2026-02-21,3014.14,Groceries,Zepto,Groceries - Zepto
2026-02-21,1085.72,Groceries,JioMart,Groceries - JioMart
2026-02-21,749.02,Food,McDonald's,Food - McDonald's
2026-02-21,700.7,Food,McDonald's,Food - McDonald's
2026-02-21,2413.26,Shopping,Amazon,Shopping - Amazon
2026-02-22,713.15,Food,Haldirams,Food - Haldirams
2026-02-22,616.06,Transport,IRCTC,Transport - IRCTC
2026-02-22,1003.67,Groceries,Blinkit,Groceries - Blinkit
2026-02-22,938.72,Food,KFC,Food - KFC
2026-02-22,1984.3,Investments,Groww,Investments - Groww
2026-02-22,1014.64,Bills,Gas Connection,Bills - Gas Connection
2026-02-22,549.65,Utilities,Home Maintenance,Utilities - Home Maintenance
2026-02-23,566.35,Utilities,AC Repair,Utilities - AC Repair
2026-02-23,495.17,Transport,Petrol Pump,Transport - Petrol Pump
2026-02-23,2523.44,Shopping,Flipkart,Shopping - Flipkart
2026-02-23,598.45,Entertainment,Netflix,Entertainment - Netflix
2026-02-23,610.83,Groceries,Blinkit,Groceries - Blinkit
2026-02-23,517.85,Groceries,Blinkit,Groceries - Blinkit
2026-02-23,12561.82,Investments,Fixed Deposit,Investments - Fixed Deposit
2026-02-23,496.02,Food,Swiggy,Food - Swiggy
2026-02-23,358.81,Food,Subway,Food - Subway
2026-02-23,575.68,Transport,Ola,Transport - Ola
2026-02-23,5712.71,Bills,Internet Provider,Bills - Internet Provider
2026-02-23,7532.52,Investments,SIP Payment,Investments - SIP Payment
2026-02-24,6584.53,Travel,Travel Agent,Travel - Travel Agent
2026-02-24,995.84,Other,Cash Payment,Other - Cash Payment
2026-02-24,720.24,Groceries,Zepto,Groceries - Zepto
2026-02-24,1894.87,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2026-02-24,1147.34,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2026-02-24,1659.45,Groceries,BigBasket,Groceries - BigBasket
2026-02-24,914.89,Food,KFC,Food - KFC
2026-02-24,2288.44,Shopping,Ajio,Shopping - Ajio
2026-02-24,2044.23,Healthcare,PharmEasy,Healthcare - PharmEasy
2026-02-24,4163.13,Shopping,Reliance Digital,Shopping - Reliance Digital
2026-02-24,1274.18,Gifts,Ferns N Petals,Gifts - Ferns N Petals
2026-02-24,1450.53,Groceries,Blinkit,Groceries - Blinkit
2026-02-25,1719.39,Education,Unacademy,Education - Unacademy
2026-02-25,581.88,Personal Care,Spa,Personal Care - Spa
2026-02-25,1418.96,Healthcare,Lab Tests,Healthcare - Lab Tests
2026-02-25,633.68,Transport,Parking,Transport - Parking
2026-02-25,1338.77,Bills,Vi,Bills - Vi
2026-02-25,7867.25,Investments,Groww,Investments - Groww
2026-02-25,710.55,Food,Swiggy,Food - Swiggy
2026-02-25,1765.42,Shopping,DMart,Shopping - DMart
2026-02-26,391.65,Entertainment,Netflix,Entertainment - Netflix
2026-02-26,405.8,Groceries,Blinkit,Groceries - Blinkit
2026-02-26,3051.16,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2026-02-26,852.9,Entertainment,Spotify,Entertainment - Spotify
2026-02-27,1854.44,Groceries,BigBasket,Groceries - BigBasket
2026-02-27,566.25,Food,KFC,Food - KFC
2026-02-27,264.25,Food,Swiggy,Food - Swiggy
2026-02-27,1202.53,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2026-02-27,9997.0,Investments,PPF,Investments - PPF
2026-02-27,370.2,Food,Subway,Food - Subway
2026-02-27,266.38,Food,Street Food,Food - Street Food
2026-02-28,1205.66,Transport,Petrol Pump,Transport - Petrol Pump
2026-02-28,2532.27,Personal Care,Salon,Personal Care - Salon
2026-02-28,1803.79,Healthcare,1mg,Healthcare - 1mg
2026-02-28,412.37,Food,Haldirams,Food - Haldirams
2026-03-01,1140.91,Personal Care,Spa,Personal Care - Spa
2026-03-01,6063.4,Rent,Housing Society,Rent - Housing Society
2026-03-01,308.88,Transport,Toll Plaza,Transport - Toll Plaza
2026-03-01,113.92,Transport,Uber,Transport - Uber
2026-03-01,1820.65,Bills,Airtel,Bills - Airtel
2026-03-01,807.8,Groceries,Vegetable Market,Groceries - Vegetable Market
2026-03-01,487.05,Food,Starbucks,Food - Starbucks
2026-03-01,1613.5,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2026-03-01,2459.18,Groceries,BigBasket,Groceries - BigBasket
2026-03-01,1016.29,Transport,Metro Card,Transport - Metro Card
2026-03-01,3590.11,Bills,Gas Connection,Bills - Gas Connection
2026-03-01,4186.7,Healthcare,Lab Tests,Healthcare - Lab Tests
2026-03-01,1373.82,Groceries,Zepto,Groceries - Zepto
2026-03-01,502.07,Food,Pizza Hut,Food - Pizza Hut
2026-03-02,3336.91,Shopping,Flipkart,Shopping - Flipkart
2026-03-02,982.59,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2026-03-02,1635.99,Other,ATM Withdrawal,Other - ATM Withdrawal
2026-03-02,2453.97,Groceries,Local Grocery,Groceries - Local Grocery
2026-03-02,295.77,Transport,Rapido,Transport - Rapido
2026-03-02,1883.94,Gifts,Archies,Gifts - Archies
2026-03-02,1149.58,Transport,Ola,Transport - Ola
2026-03-02,257.1,Transport,Uber,Transport - Uber
2026-03-02,2077.04,Shopping,DMart,Shopping - DMart
2026-03-02,528.56,Subscriptions,News Subscription,Subscriptions - News Subscription
2026-03-02,548.82,Entertainment,Hotstar,Entertainment - Hotstar
2026-03-02,821.87,Transport,Metro Card,Transport - Metro Card
2026-03-02,1519.81,Shopping,Reliance Digital,Shopping - Reliance Digital
2026-03-02,1078.52,Personal Care,Nykaa,Personal Care - Nykaa
2026-03-02,899.07,Utilities,AC Repair,Utilities - AC Repair
2026-03-02,11823.77,Rent,Housing Society,Rent - Housing Society
2026-03-02,9063.06,Investments,PPF,Investments - PPF
2026-03-02,571.49,Transport,Indian Railways,Transport - Indian Railways
2026-03-02,517.24,Food,KFC,Food - KFC
2026-03-02,589.84,Transport,Toll Plaza,Transport - Toll Plaza
2026-03-02,411.08,Food,Starbucks,Food - Starbucks
2026-03-02,366.08,Food,Domino's,Food - Domino's
2026-03-02,8633.57,Investments,Zerodha,Investments - Zerodha
2026-03-02,3337.92,Gifts,Flower Delivery,Gifts - Flower Delivery
2026-03-03,3113.03,Gifts,Flower Delivery,Gifts - Flower Delivery
2026-03-03,430.12,Transport,Ola,Transport - Ola
2026-03-03,7336.06,Investments,Groww,Investments - Groww
2026-03-03,604.41,Food,Zomato,Food - Zomato
2026-03-03,491.88,Utilities,Water Purifier Service,Utilities - Water Purifier Service
